Z,N,symbol,energy , unc, jp,half-life operator, half_life, unc,unit, half_life [s], unc, decay, decay %, unc, decay, decay %, unc, decay, decay %, unc,isospin,magn. dipole, unc, elect. quadrupole , unc
56,78,Ba,3618,8,(0)+, , , , , , , , , , , , , , , , , , , , ,
56,78,Ba,3635.9,1.1, , , , , , , , , , , , , , , , , , , , , ,
56,78,Ba,3652.1,0.5,1 2+, , , , , , , , , , , , , , , , , , , , ,
56,78,Ba,3684.2,0.4,2+, , , , , , , , , , , , , , , , , , , , ,
56,78,Ba,3705, ,1, , , , , , , , , , , , , , , , , , , , ,
56,78,Ba,3754,10, , , , , , , , , , , , , , , , , , , , , ,
56,78,Ba,3783, ,(1), , , , , , , , , , , , , , , , , , , , ,
56,78,Ba,3836, ,1, , , , , , , , , , , , , , , , , , , , ,
56,78,Ba,3853.8,0.4,2+, , , , , , , , , , , , , , , , , , , , ,
56,78,Ba,3899.1,1.1, , , , , , , , , , , , , , , , , , , , , ,
56,78,Ba,3954.3,1.2, , , , , , , , , , , , , , , , , , , , , ,
56,78,Ba,3980, ,(1), , , , , , , , , , , , , , , , , , , , ,
56,78,Ba,3992, ,(1), , , , , , , , , , , , , , , , , , , , ,
56,78,Ba,4001.4,0.5, , , , , , , , , , , , , , , , , , , , , ,
56,78,Ba,4019,10, , , , , , , , , , , , , , , , , , , , , ,
56,78,Ba,4083.5,1.1, , , , , , , , , , , , , , , , , , , , , ,
56,78,Ba,4517.4,1.2, , , , , , , , , , , , , , , , , , , , , ,
56,78,Ba,4549.9,1.5, , , , , , , , , , , , , , , , , , , , , ,
56,78,Ba,4635.2,1.5, , , , , , , , , , , , , , , , , , , , , ,
56,78,Ba,5001.4,1.5, , , , , , , , , , , , , , , , , , , , , ,
56,78,Ba,5015.4,1.5, , , , , , , , , , , , , , , , , , , , , ,
56,78,Ba,5230.9,1.8, , , , , , , , , , , , , , , , , , , , , ,

