Z,N,symbol,energy , unc, jp,half-life operator, half_life, unc,unit, half_life [s], unc, decay, decay %, unc, decay, decay %, unc, decay, decay %, unc,isospin,magn. dipole, unc, elect. quadrupole , unc
72,106,Hf,3452.7,1,1, , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,3521.8,1.1,(14+), , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,3546,1,1, , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,3572.5,1,1, , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,3577.7,1,1, , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,3578.4,0.8,19+, , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,3589.3,1,1, , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,3595.5,1.4,14+, , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,3609.9,1,1, , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,3624.7,1.5,14+, , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,3625.6,1,(1 2), , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,3710.8,1,1, , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,3741.2,1.7,14+, , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,3773.2,1,1, , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,3823.9,1,1, , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,3890,1,1 2, , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,3902, ,15+, , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,3909.5,0.7, , , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,3925.2,1,1, , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,3927.8,2,15+, , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,3932.2,1,1, , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,3995.5,0.9,20+, , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,3997, ,15+, , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,4119.4,1.7,18+, , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,4178.8,1.3,(16+), , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,4210.5,0.7, , , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,4325.2,0.7, , , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,4378,0.7, , , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,4417.2,2,16+, , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,4431.7,1,21+, , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,4593.1,0.7, , , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,4781.9,0.7, , , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,4837.4,2,20+, , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,4873.7,0.7, , , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,4886.1,1.2,(22+), , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,4914.7,0.7, , , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,5010.1,0.7, , , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,5283,0.7, , , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,5388.6,0.6, , , , , , , , , , , , , , , , , , , , , ,

